miRNA	biofluid	logFC	AveExpr	t	P.Value	adj.P.Val	B	AUC	n_target	n_rest
hsa-miR-4286	Urine	-0.423637961984231	4.25585006251254	-2.70252399414171	0.00714386491434097	0.00853061516241892	-4.25453933882088	0.40952380952381	203	225
hsa-miR-495-3p	Urine	0.84212360708875	2.27539725941414	5.76946174700665	1.48837512446301e-08	2.24361497722271e-08	8.19637173769589	0.632380952380952	203	225
hsa-miR-208b-3p	Urine	1.04671796690609	2.1338603825634	6.85660077528199	2.3571742598412e-11	3.98755312289804e-11	14.4978198863118	0.688954570333881	203	225
hsa-miR-125b-1-3p	Urine	2.19082378798933	2.93730495272941	12.2759970173097	4.75895390834123e-30	1.71491297643776e-29	57.089943434071	0.814384236453202	203	225
hsa-miR-211-5p	Urine	2.22962002262285	1.97386676080536	13.9569533178368	5.38369984389648e-37	2.35875770139062e-36	72.9965724651202	0.831330049261084	203	225
hsa-miR-200c-3p	Urine	3.29400053867412	4.70253120876825	13.8193476365592	2.05876708322467e-36	8.95563681202733e-36	71.6607804936848	0.810618500273673	203	225
hsa-miR-6716-3p	Urine	1.4428447996198	1.97476198767114	9.89217870419361	5.39940102392425e-21	1.46796215337941e-20	36.399291037874	0.758620689655172	203	225
hsa-miR-337-3p	Urine	0.837926823024327	2.20349107823704	5.85354154021585	9.3306748112427e-09	1.4385774582397e-08	8.65132692545663	0.651910235358511	203	225
hsa-miR-296-5p	Urine	1.17358457732786	2.27001939531167	8.04052347931779	8.10394929921052e-15	1.59718612401916e-14	22.3407693843036	0.711724137931035	203	225
hsa-miR-589-3p	Urine	-0.556117218415561	3.13463605791477	-4.14655105812057	4.04061894720852e-05	5.28055137092272e-05	0.569610259189548	0.35743842364532	203	225
hsa-miR-219a-1-3p	Urine	1.0058264024855	2.36022614737172	7.12715424789212	4.14411540681914e-12	7.29412220448802e-12	16.2029719356383	0.682167487684729	203	225
hsa-miR-1255a	Urine	0.37366765466892	2.62082931440966	2.48961017544048	0.0131513004963095	0.0154616640970125	-4.78866951961795	0.550979748221127	203	225
hsa-miR-668-3p	Urine	0.69796579914846	2.3117270205868	4.76704583628973	2.53402420884719e-06	3.42937942930653e-06	3.22363252221495	0.608188286808977	203	225
hsa-miR-3127-5p	Urine	1.34865115375255	2.66898688508753	8.93907789668216	1.04396897385431e-17	2.44529655798952e-17	28.908851123055	0.740186097427477	203	225
hsa-miR-4677-3p	Urine	-0.294518275366928	3.17005683972325	-2.17332574502761	0.0302808411022618	0.0346635944196944	-5.52182267954887	0.41799671592775	203	225
hsa-miR-6514-5p	Urine	1.19714397457513	2.14848484813389	8.67304488826388	7.87719704971251e-17	1.72561618822839e-16	26.9138883787113	0.746907498631637	203	225
hsa-miR-664a-5p	Urine	-0.181089662977286	3.77701947251935	-1.25700294871683	0.209409825349196	0.225717847146302	-7.08793369539082	0.44967706622879	203	225
hsa-miR-378g	Urine	1.55932719837504	2.61446706581054	8.67229031215001	7.9220103756191e-17	1.72921301747385e-16	26.9060990077594	0.729151614668856	203	225
hsa-miR-3613-3p	Urine	0.0759056331035546	2.68977558828973	0.503460938286947	0.614888563652508	0.630416052633632	-7.74217970301696	0.51400109469075	203	225
hsa-miR-429	Urine	5.60279736265534	4.9575752825071	22.0756877807058	1.51550141825654e-73	1.77488531484275e-72	156.866039824946	0.900908593322386	203	225
hsa-miR-3912-3p	Urine	1.26186308637827	2.23118795612494	8.97229091705129	8.08825622200076e-18	1.90920466635599e-17	29.1627118608958	0.736770662287904	203	225
hsa-miR-576-3p	Urine	-1.10352319648703	3.52833797008096	-8.19375506108188	2.6982576798517e-15	5.45926553830461e-15	23.4183067720124	0.273453749315818	203	225
hsa-miR-377-3p	Urine	0.350698664982146	2.48660030699104	2.40518733916944	0.0165701657497987	0.0192580743160829	-4.99158545992558	0.552928297755884	203	225
hsa-miR-3677-3p	Urine	-0.171913828092841	2.74253084434474	-1.13151205413887	0.258447085864823	0.275164816943491	-7.22932705913013	0.462681992337165	203	225
hsa-miR-431-3p	Urine	-0.59721969197968	3.05732585222334	-3.80120614795026	0.00016398808688699	0.000210249989293005	-0.75597975363259	0.383513957307061	203	225
hsa-miR-483-3p	Urine	1.47146531414016	1.91235312111933	9.14195453225728	2.17472609951151e-18	5.27652667172316e-18	30.4619192851857	0.745790914066776	203	225
hsa-miR-30c-2-3p	Urine	7.39933940628953	5.64079810733967	54.2992783437138	8.75509764068908e-199	5.33185446317965e-196	443.950457905942	0.999211822660099	203	225
hsa-miR-212-3p	Urine	1.31756876308196	2.23171791688851	8.92444479849393	1.1679677528672e-17	2.72525809002347e-17	28.799324810067	0.743754789272031	203	225
hsa-miR-139-3p	Urine	-0.255631868378804	2.77387425699228	-1.8021530080466	0.07219576392134	0.0811203325241625	-6.24996156986021	0.420864805692392	203	225
hsa-let-7e-3p	Urine	1.29834177732436	2.70819897012141	9.36951735083331	3.64111105423782e-19	9.1629612893836e-19	32.2279496268804	0.733180076628352	203	225
hsa-miR-615-3p	Urine	4.46443973253158	2.52757235463987	25.4741943906865	4.78638677849078e-89	9.10909233781527e-88	192.461698311348	0.948856048166393	203	225
hsa-miR-149-5p	Urine	4.84539539424585	4.3000795543253	19.6096649138096	3.25760361501173e-62	2.71764465964677e-61	130.849458166419	0.871636562671045	203	225
hsa-miR-6837-3p	Urine	-0.536427642392793	3.02716422134167	-3.76451894051325	0.000189167359940676	0.000242022945806453	-0.890295391003362	0.363327859879584	203	225
hsa-miR-6862-5p	Urine	0.762708812002529	2.30173545447905	5.57640720877788	4.25934899098722e-08	6.34216023352376e-08	7.17423352825461	0.653705528188287	203	225
hsa-miR-4449	Urine	0.950674761162214	3.06360315814376	5.41297798080653	1.01388562452161e-07	1.47716829027192e-07	6.32837372959709	0.67400109469075	203	225
hsa-miR-9-5p	Urine	3.10167740904363	4.72131625242567	17.3957344651075	4.02053358936932e-52	2.49847444482236e-51	107.686317232366	0.881269841269841	203	225
hsa-miR-503-5p	Urine	1.33098608960772	2.1917581131427	9.30915433969258	5.86593485850302e-19	1.46407964296244e-18	31.7576528610778	0.753957307060755	203	225
hsa-miR-365a-3p|hsa-miR-365b-3p	Urine	1.75195949297145	2.54067812315614	7.88653872918324	2.41054606630409e-14	4.66038906152123e-14	21.2644306325324	0.740842911877395	203	225
hsa-miR-3177-3p	Urine	-0.0995401146272663	2.91647701794909	-0.73313749964006	0.463859363463595	0.479610105856247	-7.60198915477617	0.447969348659004	203	225
hsa-miR-766-5p	Urine	0.186334483911599	2.61682997348184	1.36032084821135	0.174414886347653	0.190015502300037	-6.94445592802686	0.503448275862069	203	225
hsa-miR-1226-3p	Urine	1.21290467352778	2.20771773753086	8.35403211147322	8.4075979067995e-16	1.75952822173227e-15	24.5758101821914	0.728845101258894	203	225
